HCCI_HL_CATEGORY,HCCI_ML_CATEGORY,HCCI_SUBCATEGORY,AGE_GROUP,GENDER,METRIC,YEAR,VALUE
Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Female,OOP_spending_per_person,2012,55.5278
Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Female,OOP_spending_per_person,2013,67.302
Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Female,OOP_spending_per_person,2014,71.7054
Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Female,OOP_spending_per_person,2015,74.7434
Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Female,OOP_spending_per_person,2016,78.5037
Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Female,Payer_spending_per_person,2012,434.0874
Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Female,Payer_spending_per_person,2013,455.0326
Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Female,Payer_spending_per_person,2014,471.5905
Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Female,Payer_spending_per_person,2015,479.0966
Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Female,Payer_spending_per_person,2016,507.2488
Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Female,Price,2012,8043.889
Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Female,Price,2013,8488.8134
Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Female,Price,2014,8816.2769
Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Female,Price,2015,9171.8446
Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Female,Price,2016,9739.5199
Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Female,Spending_per_person,2012,489.6152
Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Female,Spending_per_person,2013,522.3346
Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Female,Spending_per_person,2014,543.2959
Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Female,Spending_per_person,2015,553.8401
Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Female,Spending_per_person,2016,585.7525
Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Female,Utilization_per_1000_persons,2012,60.868
Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Female,Utilization_per_1000_persons,2013,61.5321
Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Female,Utilization_per_1000_persons,2014,61.6242
Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Female,Utilization_per_1000_persons,2015,60.3848
Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Female,Utilization_per_1000_persons,2016,60.1418
Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,All,OOP_spending_per_person,2012,0.1288
Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,All,OOP_spending_per_person,2013,0.1748
Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,All,OOP_spending_per_person,2014,0.1744
Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,All,OOP_spending_per_person,2015,0.2214
Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,All,OOP_spending_per_person,2016,0.2288
Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,All,Payer_spending_per_person,2012,2.1155
Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,All,Payer_spending_per_person,2013,2.1693
Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,All,Payer_spending_per_person,2014,2.218
Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,All,Payer_spending_per_person,2015,2.6952
Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,All,Payer_spending_per_person,2016,2.814
Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,All,Price,2012,13157.6154
Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,All,Price,2013,12644.6313
Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,All,Price,2014,13239.4203
Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,All,Price,2015,13568.3583
Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,All,Price,2016,14058.0914
Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,All,Spending_per_person,2012,2.2443
Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,All,Spending_per_person,2013,2.3441
Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,All,Spending_per_person,2014,2.3923
Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,All,Spending_per_person,2015,2.9165
Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,All,Spending_per_person,2016,3.0428
Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,All,Utilization_per_1000_persons,2012,0.1706
Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,All,Utilization_per_1000_persons,2013,0.1854
Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,All,Utilization_per_1000_persons,2014,0.1807
Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,All,Utilization_per_1000_persons,2015,0.215
Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,All,Utilization_per_1000_persons,2016,0.2164
Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Female,OOP_spending_per_person,2012,0.2482
Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Female,OOP_spending_per_person,2013,0.3322
Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Female,OOP_spending_per_person,2014,0.3316
Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Female,OOP_spending_per_person,2015,0.4206
Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Female,OOP_spending_per_person,2016,0.4349
Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Female,Payer_spending_per_person,2012,4.0756
Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Female,Payer_spending_per_person,2013,4.1226
Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Female,Payer_spending_per_person,2014,4.2184
Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Female,Payer_spending_per_person,2015,5.12
Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Female,Payer_spending_per_person,2016,5.35
Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Female,Price,2012,13157.6154
Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Female,Price,2013,12644.6313
Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Female,Price,2014,13239.4203
Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Female,Price,2015,13568.3583
Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Female,Price,2016,14058.0914
Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Female,Spending_per_person,2012,4.3238
Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Female,Spending_per_person,2013,4.4549
Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Female,Spending_per_person,2014,4.5501
Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Female,Spending_per_person,2015,5.5405
Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Female,Spending_per_person,2016,5.7849
Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Female,Utilization_per_1000_persons,2012,0.3286
Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Female,Utilization_per_1000_persons,2013,0.3523
Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Female,Utilization_per_1000_persons,2014,0.3437
Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Female,Utilization_per_1000_persons,2015,0.4083
Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Female,Utilization_per_1000_persons,2016,0.4115
Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,All,OOP_spending_per_person,2012,0.0021
Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,All,OOP_spending_per_person,2013,0.0045
Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,All,OOP_spending_per_person,2014,0.0036
Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,All,OOP_spending_per_person,2015,0.0033
Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,All,OOP_spending_per_person,2016,0.003
Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,All,Payer_spending_per_person,2012,0.0617
Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,All,Payer_spending_per_person,2013,0.0302
Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,All,Payer_spending_per_person,2014,0.0273
Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,All,Payer_spending_per_person,2015,0.0226
Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,All,Payer_spending_per_person,2016,0.0206
Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,All,Price,2012,17376.9568
Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,All,Price,2013,9010.3873
Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,All,Price,2014,8566.055
Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,All,Price,2015,8042.6992
Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,All,Price,2016,7438.8017
Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,All,Spending_per_person,2012,0.0638
Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,All,Spending_per_person,2013,0.0347
Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,All,Spending_per_person,2014,0.0309
Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,All,Spending_per_person,2015,0.0259
Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,All,Spending_per_person,2016,0.0236
Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,All,Utilization_per_1000_persons,2012,0.0037
Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,All,Utilization_per_1000_persons,2013,0.0039
Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,All,Utilization_per_1000_persons,2014,0.0036
Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,All,Utilization_per_1000_persons,2015,0.0032
Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,All,Utilization_per_1000_persons,2016,0.0032
Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,Female,OOP_spending_per_person,2012,0.0041
Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,Female,OOP_spending_per_person,2013,0.0085
Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,Female,OOP_spending_per_person,2014,0.0068
