,High-Level Category,Mid-Level Category,Subcategory,Age Group,Metric,Year,Value,Age Group Upper Limit
128,Inpatient,inpatient_acute,Labor_Delivery,Ages_19to25,OOP_spending_per_person,2015,43.7434,25
129,Inpatient,inpatient_acute,Labor_Delivery,Ages_19to25,OOP_spending_per_person,2016,43.7513,25
130,Inpatient,inpatient_acute,Labor_Delivery,Ages_19to25,Payer_spending_per_person,2012,236.2465,25
131,Inpatient,inpatient_acute,Labor_Delivery,Ages_19to25,Payer_spending_per_person,2013,242.2642,25
132,Inpatient,inpatient_acute,Labor_Delivery,Ages_19to25,Payer_spending_per_person,2014,239.1634,25
133,Inpatient,inpatient_acute,Labor_Delivery,Ages_19to25,Payer_spending_per_person,2015,234.2333,25
134,Inpatient,inpatient_acute,Labor_Delivery,Ages_19to25,Payer_spending_per_person,2016,228.3276,25
135,Inpatient,inpatient_acute,Labor_Delivery,Ages_19to25,Price,2012,7163.4338,25
136,Inpatient,inpatient_acute,Labor_Delivery,Ages_19to25,Price,2013,7554.033,25
137,Inpatient,inpatient_acute,Labor_Delivery,Ages_19to25,Price,2014,7771.6141,25
138,Inpatient,inpatient_acute,Labor_Delivery,Ages_19to25,Price,2015,7943.9351,25
139,Inpatient,inpatient_acute,Labor_Delivery,Ages_19to25,Price,2016,8437.9804,25
140,Inpatient,inpatient_acute,Labor_Delivery,Ages_19to25,Spending_per_person,2012,272.3811,25
141,Inpatient,inpatient_acute,Labor_Delivery,Ages_19to25,Spending_per_person,2013,284.8915,25
142,Inpatient,inpatient_acute,Labor_Delivery,Ages_19to25,Spending_per_person,2014,282.4543,25
143,Inpatient,inpatient_acute,Labor_Delivery,Ages_19to25,Spending_per_person,2015,277.9767,25
144,Inpatient,inpatient_acute,Labor_Delivery,Ages_19to25,Spending_per_person,2016,272.0789,25
145,Inpatient,inpatient_acute,Labor_Delivery,Ages_19to25,Utilization_per_1000_persons,2012,38.0238,25
146,Inpatient,inpatient_acute,Labor_Delivery,Ages_19to25,Utilization_per_1000_persons,2013,37.7138,25
147,Inpatient,inpatient_acute,Labor_Delivery,Ages_19to25,Utilization_per_1000_persons,2014,36.3444,25
148,Inpatient,inpatient_acute,Labor_Delivery,Ages_19to25,Utilization_per_1000_persons,2015,34.9923,25
149,Inpatient,inpatient_acute,Labor_Delivery,Ages_19to25,Utilization_per_1000_persons,2016,32.2445,25
150,Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,OOP_spending_per_person,2012,28.7665,44
151,Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,OOP_spending_per_person,2013,34.7225,44
152,Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,OOP_spending_per_person,2014,36.9945,44
153,Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,OOP_spending_per_person,2015,38.5938,44
154,Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,OOP_spending_per_person,2016,40.5243,44
155,Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Payer_spending_per_person,2012,224.8816,44
156,Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Payer_spending_per_person,2013,234.7606,44
157,Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Payer_spending_per_person,2014,243.3048,44
158,Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Payer_spending_per_person,2015,247.3818,44
159,Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Payer_spending_per_person,2016,261.8467,44
160,Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Price,2012,8043.889,44
161,Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Price,2013,8488.8134,44
162,Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Price,2014,8816.2769,44
163,Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Price,2015,9171.8446,44
164,Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Price,2016,9739.5199,44
165,Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Spending_per_person,2012,253.6481,44
166,Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Spending_per_person,2013,269.4831,44
167,Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Spending_per_person,2014,280.2993,44
168,Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Spending_per_person,2015,285.9756,44
169,Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Spending_per_person,2016,302.371,44
170,Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Utilization_per_1000_persons,2012,31.533,44
171,Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Utilization_per_1000_persons,2013,31.7457,44
172,Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Utilization_per_1000_persons,2014,31.7934,44
173,Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Utilization_per_1000_persons,2015,31.1797,44
174,Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Utilization_per_1000_persons,2016,31.0458,44
175,Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,OOP_spending_per_person,2012,55.5278,44
176,Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,OOP_spending_per_person,2013,67.30199999999999,44
177,Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,OOP_spending_per_person,2014,71.7054,44
178,Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,OOP_spending_per_person,2015,74.7434,44
179,Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,OOP_spending_per_person,2016,78.5037,44
180,Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Payer_spending_per_person,2012,434.0874,44
181,Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Payer_spending_per_person,2013,455.0326,44
182,Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Payer_spending_per_person,2014,471.5905,44
183,Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Payer_spending_per_person,2015,479.0966,44
184,Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Payer_spending_per_person,2016,507.2488,44
185,Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Price,2012,8043.889,44
186,Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Price,2013,8488.8134,44
187,Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Price,2014,8816.2769,44
188,Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Price,2015,9171.8446,44
189,Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Price,2016,9739.5199,44
190,Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Spending_per_person,2012,489.6152,44
191,Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Spending_per_person,2013,522.3346,44
192,Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Spending_per_person,2014,543.2959,44
193,Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Spending_per_person,2015,553.8401,44
194,Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Spending_per_person,2016,585.7525,44
195,Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Utilization_per_1000_persons,2012,60.868,44
196,Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Utilization_per_1000_persons,2013,61.5321,44
197,Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Utilization_per_1000_persons,2014,61.6242,44
198,Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Utilization_per_1000_persons,2015,60.3848,44
199,Inpatient,inpatient_acute,Labor_Delivery,Ages_26to44,Utilization_per_1000_persons,2016,60.1418,44
200,Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,OOP_spending_per_person,2012,0.1288,54
201,Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,OOP_spending_per_person,2013,0.1748,54
202,Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,OOP_spending_per_person,2014,0.1744,54
203,Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,OOP_spending_per_person,2015,0.2214,54
204,Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,OOP_spending_per_person,2016,0.2288,54
205,Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Payer_spending_per_person,2012,2.1155,54
206,Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Payer_spending_per_person,2013,2.1693,54
207,Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Payer_spending_per_person,2014,2.218,54
208,Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Payer_spending_per_person,2015,2.6952,54
209,Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Payer_spending_per_person,2016,2.8139999999999996,54
210,Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Price,2012,13157.6154,54
211,Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Price,2013,12644.6313,54
212,Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Price,2014,13239.4203,54
213,Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Price,2015,13568.3583,54
214,Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Price,2016,14058.0914,54
215,Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Spending_per_person,2012,2.2443,54
216,Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Spending_per_person,2013,2.3441,54
217,Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Spending_per_person,2014,2.3923,54
218,Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Spending_per_person,2015,2.9165,54
219,Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Spending_per_person,2016,3.0428,54
220,Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Utilization_per_1000_persons,2012,0.1706,54
221,Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Utilization_per_1000_persons,2013,0.1854,54
222,Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Utilization_per_1000_persons,2014,0.1807,54
223,Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Utilization_per_1000_persons,2015,0.215,54
224,Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Utilization_per_1000_persons,2016,0.2164,54
225,Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,OOP_spending_per_person,2012,0.2482,54
226,Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,OOP_spending_per_person,2013,0.3322,54
227,Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,OOP_spending_per_person,2014,0.3316,54
228,Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,OOP_spending_per_person,2015,0.4206,54
229,Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,OOP_spending_per_person,2016,0.4349,54
230,Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Payer_spending_per_person,2012,4.0756,54
231,Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Payer_spending_per_person,2013,4.1226,54
232,Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Payer_spending_per_person,2014,4.2184,54
233,Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Payer_spending_per_person,2015,5.12,54
234,Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Payer_spending_per_person,2016,5.35,54
235,Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Price,2012,13157.6154,54
236,Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Price,2013,12644.6313,54
237,Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Price,2014,13239.4203,54
238,Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Price,2015,13568.3583,54
239,Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Price,2016,14058.0914,54
240,Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Spending_per_person,2012,4.3238,54
241,Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Spending_per_person,2013,4.4549,54
242,Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Spending_per_person,2014,4.5501,54
243,Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Spending_per_person,2015,5.5405,54
244,Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Spending_per_person,2016,5.7849,54
245,Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Utilization_per_1000_persons,2012,0.3286,54
246,Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Utilization_per_1000_persons,2013,0.3523,54
247,Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Utilization_per_1000_persons,2014,0.3437,54
248,Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Utilization_per_1000_persons,2015,0.4083,54
249,Inpatient,inpatient_acute,Labor_Delivery,Ages_45to54,Utilization_per_1000_persons,2016,0.4115,54
250,Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,OOP_spending_per_person,2012,0.0021,64
251,Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,OOP_spending_per_person,2013,0.0045,64
252,Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,OOP_spending_per_person,2014,0.0036,64
253,Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,OOP_spending_per_person,2015,0.0033,64
254,Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,OOP_spending_per_person,2016,0.003,64
255,Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,Payer_spending_per_person,2012,0.0617,64
256,Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,Payer_spending_per_person,2013,0.0302,64
257,Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,Payer_spending_per_person,2014,0.0273,64
258,Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,Payer_spending_per_person,2015,0.0226,64
259,Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,Payer_spending_per_person,2016,0.0206,64
260,Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,Price,2012,17376.9568,64
261,Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,Price,2013,9010.3873,64
262,Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,Price,2014,8566.055,64
263,Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,Price,2015,8042.6992,64
264,Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,Price,2016,7438.8017,64
265,Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,Spending_per_person,2012,0.0638,64
266,Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,Spending_per_person,2013,0.0347,64
267,Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,Spending_per_person,2014,0.0309,64
268,Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,Spending_per_person,2015,0.0259,64
269,Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,Spending_per_person,2016,0.0236,64
270,Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,Utilization_per_1000_persons,2012,0.0037,64
271,Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,Utilization_per_1000_persons,2013,0.0039,64
272,Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,Utilization_per_1000_persons,2014,0.0036,64
273,Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,Utilization_per_1000_persons,2015,0.0032,64
274,Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,Utilization_per_1000_persons,2016,0.0032,64
275,Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,OOP_spending_per_person,2012,0.0041,64
276,Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,OOP_spending_per_person,2013,0.0085,64
277,Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,OOP_spending_per_person,2014,0.0068,64
278,Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,OOP_spending_per_person,2015,0.0062,64
279,Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,OOP_spending_per_person,2016,0.0057,64
280,Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,Payer_spending_per_person,2012,0.1186,64
281,Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,Payer_spending_per_person,2013,0.0573,64
282,Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,Payer_spending_per_person,2014,0.0518,64
283,Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,Payer_spending_per_person,2015,0.0429,64
284,Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,Payer_spending_per_person,2016,0.039,64
285,Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,Price,2012,17376.9568,64
286,Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,Price,2013,9010.3873,64
287,Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,Price,2014,8566.055,64
288,Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,Price,2015,8042.6992,64
289,Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,Price,2016,7438.8017,64
290,Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,Spending_per_person,2012,0.1227,64
291,Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,Spending_per_person,2013,0.0658,64
292,Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,Spending_per_person,2014,0.0586,64
293,Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,Spending_per_person,2015,0.0491,64
294,Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,Spending_per_person,2016,0.0447,64
295,Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,Utilization_per_1000_persons,2012,0.0071,64
296,Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,Utilization_per_1000_persons,2013,0.0073,64
297,Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,Utilization_per_1000_persons,2014,0.0068,64
298,Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,Utilization_per_1000_persons,2015,0.0061,64
299,Inpatient,inpatient_acute,Labor_Delivery,Ages_55to64,Utilization_per_1000_persons,2016,0.006,64
375,Inpatient,inpatient_acute,Medical,Ages_0to18,OOP_spending_per_person,2012,9.219,18
376,Inpatient,inpatient_acute,Medical,Ages_0to18,OOP_spending_per_person,2013,9.5234,18
377,Inpatient,inpatient_acute,Medical,Ages_0to18,OOP_spending_per_person,2014,9.0828,18
378,Inpatient,inpatient_acute,Medical,Ages_0to18,OOP_spending_per_person,2015,9.0768,18
379,Inpatient,inpatient_acute,Medical,Ages_0to18,OOP_spending_per_person,2016,8.7181,18
380,Inpatient,inpatient_acute,Medical,Ages_0to18,Payer_spending_per_person,2012,160.8905,18
381,Inpatient,inpatient_acute,Medical,Ages_0to18,Payer_spending_per_person,2013,165.3338,18
382,Inpatient,inpatient_acute,Medical,Ages_0to18,Payer_spending_per_person,2014,167.05,18
383,Inpatient,inpatient_acute,Medical,Ages_0to18,Payer_spending_per_person,2015,179.8655,18
384,Inpatient,inpatient_acute,Medical,Ages_0to18,Payer_spending_per_person,2016,183.5383,18
385,Inpatient,inpatient_acute,Medical,Ages_0to18,Price,2012,15239.4893,18
386,Inpatient,inpatient_acute,Medical,Ages_0to18,Price,2013,16668.7649,18
387,Inpatient,inpatient_acute,Medical,Ages_0to18,Price,2014,17767.4584,18
388,Inpatient,inpatient_acute,Medical,Ages_0to18,Price,2015,20172.3226,18
389,Inpatient,inpatient_acute,Medical,Ages_0to18,Price,2016,21310.7747,18
390,Inpatient,inpatient_acute,Medical,Ages_0to18,Spending_per_person,2012,170.1094,18
391,Inpatient,inpatient_acute,Medical,Ages_0to18,Spending_per_person,2013,174.8572,18
